,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,project,date
cakephp-tags_2014-06,0.10000001297161068,17.677109264541343,0.10001577205959435,62853.52277149955,0.10001473207707694,0.1000160060290222,0.10001636286547765,0.10001318747637612,0.10001648139265884,0.10002662821794539,cakephp,2014-06
cakephp-tags_2012-01,0.10000001222573873,181.39824629466239,0.10001226417745541,54217.80164154753,0.10003122682759627,0.10001390488944892,0.1000143783312565,0.1000111645299455,0.1000121959402224,0.10001696994451545,cakephp,2012-01
cakephp-tags_2006-06,0.1000000152344953,5493.774156197957,0.10002300992386237,2957.6706980943377,0.10001319332180049,14.855051060766307,0.10002554609824944,0.1000185903754246,0.10000883503070973,0.10000544953466449,cakephp,2006-06
cakephp-tags_2016-01,0.10000001441164158,0.10001925795691025,0.10002357071628357,48181.584977528655,76.430941460549,0.10002427600843564,129.2839394635431,0.10002770696266462,0.10002693933032929,0.10001973263979919,cakephp,2016-01
cakephp-tags_2013-06,0.10000001267741444,28.2540817518553,0.10001417259521508,60324.94581247662,0.10001405461024254,0.10001590729921535,0.10001564039714889,0.10001256154885803,0.10001621895214372,0.1000171558443892,cakephp,2013-06
cakephp-tags_2005-06,0.10000002376508473,1019.5981096757886,12.179689328064383,2244.6242025235933,50.75018233648431,91.89815609825402,19.232622788503004,0.10002401289139409,0.10001615922426486,3.416997046065995,cakephp,2005-06
cakephp-tags_2014-01,0.10000001343576825,0.1000205653947838,0.10001630294112192,48271.09985608261,0.10001882901008025,0.10001689969527103,0.10001517984901662,0.1000134011925375,0.10002007066387075,0.10002261952193252,cakephp,2014-01
cakephp-tags_2010-06,0.10000001293589685,55881.370027973586,0.10001379691281977,5089.829862488306,0.10001408190348375,0.10001320640831225,0.10001540807766322,0.1000123634460897,0.1000148257518442,0.10002579738430005,cakephp,2010-06
cakephp-tags_2009-06,0.1000000123942831,57735.09988832716,0.1000133872664069,0.10002821210122823,0.1000135161731003,0.10001350525268281,0.10001417175081465,0.1000118521471185,0.10001172960773819,0.10000525065239284,cakephp,2009-06
cakephp-tags_2009-01,0.10000001226915088,56573.099890044694,0.10001309509955425,0.10002798514991888,0.10001316976338707,0.10001338596204598,0.10001405605539941,0.10001163088884825,0.10001152184397406,0.10000506436955149,cakephp,2009-01
cakephp-tags_2011-06,0.10000001338148698,891.7034531198344,0.10001446552442653,49296.49641503707,0.10003370549618938,0.10001469085876502,0.10001603568360143,0.10001342422307413,0.10001944700709763,0.10002001443802055,cakephp,2011-06
cakephp-tags_2012-06,0.10000001234891484,113.92008486235352,0.10001262628520392,55880.27981802689,0.10001307093851085,0.10001467886543694,0.10001469638313018,0.10001160437586201,0.10001274301569123,0.1000176365247003,cakephp,2012-06
cakephp-tags_2008-01,0.10000001213192562,39900.09989290788,0.10001236757918877,0.10002672795565955,0.10001412074777043,0.10001448807759238,0.10001728953126246,0.10000857302467163,0.10000916819741364,0.10000431691367491,cakephp,2008-01
cakephp-tags_2007-06,0.1000000150984451,11605.366212151775,0.10001721315244305,5148.83367794557,0.10001471376992364,0.10002573675527454,0.10002274213855668,0.10001411101781735,0.10001038629957296,0.10000497124775995,cakephp,2007-06
cakephp-tags_2006-01,0.10000001765092184,3222.9809463298584,0.10002155932530031,2648.3645159432667,0.10001625017525108,38.95442764915872,0.10003411429011158,0.10002345255666592,0.10000988144269453,0.10000479552733307,cakephp,2006-01
cakephp-tags_2008-06,0.10000001133820284,50565.099896331005,0.10001314621291528,0.10002653032962999,0.10001277736610285,0.1000134300901966,0.10001316298203151,0.10001100230301557,0.10000847201031747,0.10000510538444271,cakephp,2008-06
cakephp-tags_2015-01,0.10000001358531843,0.10001978585817399,0.10001940872088971,43210.37176106513,10.828098571581481,0.10002052651761217,0.10002058693612394,0.10001702015079643,0.10002680686894241,0.10001617813335544,cakephp,2015-01
cakephp-tags_2015-06,0.10000001348115399,0.10001947341898959,0.10001994043847706,45127.6295727256,12.57028257882283,0.10002163659879199,0.10002193303627009,0.1000176230517303,0.10002724098231376,0.10001679623882549,cakephp,2015-06
cakephp-tags_2007-01,0.10000001503372064,6894.637877965966,0.1000207575084627,3748.5619973573384,0.10001349637426418,0.1000335579356861,0.10002408637313676,0.100018849176559,0.10000863203984602,0.10000527214361381,cakephp,2007-01
cakephp-tags_2010-01,0.10000001304891318,59390.964846314826,0.1000133061162025,811.235029965843,0.10001504927403138,0.10001370835551021,0.10001545882960343,0.10001245809250041,0.1000162875393552,0.10003739636895684,cakephp,2010-01
cakephp-tags_2011-01,0.10000001246288494,47172.42012670586,0.10001382217925942,13859.779681569282,0.10008853357084624,0.10001595017062699,0.10001522010789773,0.10001375981666452,0.10001736643148672,0.10002701113813502,cakephp,2011-01
cakephp-tags_2013-01,0.10000001298393515,0.1000264242923499,0.10001340502511834,53712.099872688756,0.10001411529710601,0.10001551701218794,0.1000125132994674,0.10001208082447029,0.10001651612934988,0.10001669173162765,cakephp,2013-01
nodal-tags_2016-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,nodal,2016-01
nodal-tags_2015-06,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,nodal,2015-06
meteor-tags_2016-01,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,meteor,2016-01
sinatra-tags_2014-06,0.10000000388628494,0.1000030166882782,0.10001416188593966,0.10000416871192692,0.10001400627342294,1807.4643085074806,121.73561502636987,0.10001013147154461,0.10001299665232856,0.10001797934726264,sinatra,2014-06
sinatra-tags_2012-01,0.10000000318348215,0.10000293041438622,0.10001035999213,0.10000392483412619,0.10001287535232842,1474.0555856002554,91.16294739630888,0.10000957035194787,2.0813986071690076,0.10002873133428668,sinatra,2012-01
sinatra-tags_2016-01,0.10000000386810685,0.10000431040817118,0.10001347562490061,0.1000046514723727,0.10001342417586878,1855.6133307153336,134.58659412664645,0.10000969239426591,0.10001231890891893,0.10001727990671672,sinatra,2016-01
sinatra-tags_2013-06,0.10000000382206725,0.1000030290882498,0.10001400716791971,0.10000412273572575,0.10001406679746662,1779.5523480584259,125.64757556785587,0.1000100660536415,0.10001296342249998,0.10001811343776165,sinatra,2013-06
sinatra-tags_2014-01,0.10000000388005036,0.10000302514586087,0.10001412087870974,0.10000415458908944,0.10001396573348245,1796.8426861042494,126.35723765847834,0.10001009015418467,0.10001288128718305,0.10001799437894761,sinatra,2014-01
sinatra-tags_2010-06,0.10000000558581755,0.10000162146193965,0.100011300067095,0.10000236305061706,0.10001381853202426,939.1913595161609,92.0085412082524,0.10000881121686449,0.1000239937915172,0.10003736090419506,sinatra,2010-06
sinatra-tags_2009-06,0.10000000527504427,0.10000120075041383,0.10001700651806661,0.10000246677663656,0.10001443582828515,1009.0921434460746,101.10775051391344,0.10002544802510384,0.10001614268077054,0.10002933316634752,sinatra,2009-06
sinatra-tags_2009-01,0.10000000727808782,0.10001090229259674,0.10001971767548748,0.1000151873095871,0.10003380668373256,792.5353023115775,40.6645780242148,0.10002035639904608,0.10001074813576068,0.10000893740717426,sinatra,2009-01
sinatra-tags_2011-06,0.10000000329029715,0.10000340705745173,0.10000844888461255,0.10000442862388684,0.10000972218619353,1257.9253598653397,78.27455758514508,0.10001013234310611,0.10001821297503448,0.10002819344698191,sinatra,2011-06
sinatra-tags_2012-06,0.10000000329436183,0.10000283262893467,0.10001013125945998,0.10000371226492881,0.10001409950162955,1564.4876895111963,112.71223643303657,0.10000893526735105,0.10001376579588352,0.10002057486382375,sinatra,2012-06
sinatra-tags_2008-01,0.10000000412998261,0.10000156855282841,0.10001156018142009,0.10000299303241386,0.10003594695103953,626.9573731826158,73.24252061857683,0.10000940935352655,0.10001794239295325,0.10002677373132655,sinatra,2008-01
sinatra-tags_2008-06,0.1000000092628365,0.10000937012875573,0.10002142460748006,0.10000723312493086,0.10002710835222892,904.8185332390649,179.6072701754541,0.10001962393115425,0.10001625423771243,6.8740955600986,sinatra,2008-06
sinatra-tags_2015-01,0.1000000039037557,0.10000458579103527,0.1000141328393322,0.1000049501947656,0.10001398593867653,1814.2644919465909,121.93542936143812,0.1000101435807957,0.10001296435677512,0.10001792413259553,sinatra,2015-01
sinatra-tags_2015-06,0.10000000387603208,0.10000432068490987,0.10001352611429383,0.10000466923680323,0.10001348116115401,1852.4782814055823,132.72164313488122,0.10000973475962165,0.10001239072500237,0.10001733172043725,sinatra,2015-06
sinatra-tags_2010-01,0.1000000039037182,0.10000207156413086,0.100009573742225,0.10000257733365069,0.10000917971877198,902.2757911573673,69.92411701036126,0.10000839326113327,0.10002365093001747,0.10003638119114028,sinatra,2010-01
sinatra-tags_2011-01,0.10000000347440566,0.1000011601440641,0.10000833443587914,0.10000331741444365,0.10000743795170507,1128.2270458441021,75.97287327321554,0.10000878088439742,0.100019619398632,0.1000322282969523,sinatra,2011-01
sinatra-tags_2013-01,0.10000000334006813,0.1000027687473727,0.1000099252632398,0.10000363083514736,0.10001378341129219,1600.3319612723149,115.86796608331433,0.10000899492284487,0.1000134347457271,0.10002010217748644,sinatra,2013-01
CodeIgniter-tags_2014-06,0.10000000386965181,0.1000185807896532,0.10001242939411259,0.10001784339460773,0.10001063132366915,12697.099896824851,0.10001276987912507,0.10001242119946026,0.10000978664195204,0.10000870264378639,CodeIgniter,2014-06
CodeIgniter-tags_2012-01,0.1000000032647951,0.10001298091081488,0.10000972226353794,0.10001662401244296,0.10000908939933692,8333.099926862045,0.10000806015685837,0.1000114344213975,0.10000364660964443,0.10000157368358358,CodeIgniter,2012-01
CodeIgniter-tags_2016-01,0.10000000336395716,0.10001329287052903,0.10001730680367177,0.1000116950943959,0.10001038273628553,17980.09989708515,0.10001235540591898,0.10000822660449864,0.10001690987675267,0.1000127338487348,CodeIgniter,2016-01
CodeIgniter-tags_2013-06,0.10000000341593392,0.10001220845882687,0.1000114000143322,0.1000142900099673,0.10001059665827827,11384.099917359192,0.10001195384218077,0.10000719571262494,0.10000949948554443,0.10000548822119583,CodeIgniter,2013-06
CodeIgniter-tags_2014-01,0.10000000342960272,0.10001215564951077,0.10001122620627015,0.1000144533094182,0.10001054987959472,11461.099918277174,0.1000118782427193,0.10000736515775253,0.10000859381225059,0.10000549207226729,CodeIgniter,2014-01
CodeIgniter-tags_2010-06,0.1000000031803889,0.10001320777466535,0.10000860684723321,0.10001190247005627,0.10000664956736156,6653.099941403823,0.10000697227041849,0.10000536055122325,0.10000464952673954,0.10000124138101985,CodeIgniter,2010-06
CodeIgniter-tags_2009-06,0.10000000320348666,0.10001246860999231,0.10000859531223573,0.10001163041966322,0.10000680922600193,6700.099941566945,0.10000776276566933,0.10000534228290259,0.10000465153880535,0.10000116699927744,CodeIgniter,2009-06
CodeIgniter-tags_2009-01,0.10000000319916101,0.10001255430243539,0.10000861180362196,0.10001164317171174,0.10000665679056961,6430.099941823366,0.10000765393259199,0.10000530062875534,0.10000459846242792,0.10000115172388772,CodeIgniter,2009-01
CodeIgniter-tags_2011-06,0.10000000316844876,0.10001615757908043,0.10000978981206922,0.10001104653062425,0.10000642549574036,6845.099938799764,0.10000754658625674,0.10000546510768829,0.1000035650463873,0.10000119819561781,CodeIgniter,2011-06
CodeIgniter-tags_2012-06,0.10000000397853082,0.10001489583727675,0.10001106767484166,0.10001872363927213,0.1000094371188755,9701.099911903346,0.10001369629611767,0.10001317716600075,0.10000465938526883,0.10000243089392552,CodeIgniter,2012-06
CodeIgniter-tags_2008-01,0.10000000402239738,0.10001930265323773,0.10000942231394042,0.10001240916991311,0.10000687449339159,5228.099926272635,0.10000959040193505,0.10000817218584707,0.1000057911203743,0.10000215817244487,CodeIgniter,2008-01
CodeIgniter-tags_2007-06,0.10000000399950139,0.10001545148285151,0.10000906151493696,0.10001261092713734,0.1000068283860414,5046.099930341018,0.10000962051537467,0.10000783744430279,0.10000617068260832,0.10000207133248108,CodeIgniter,2007-06
CodeIgniter-tags_2008-06,0.1000000045133843,0.10001362116528457,0.10002027962504544,0.10001352824067258,0.1000123196450477,6171.099912426813,0.10001094176691536,0.10000848120838725,0.10000640801058235,0.10000198512963168,CodeIgniter,2008-06
CodeIgniter-tags_2015-01,0.10000000270900535,0.10001183173222088,0.10001467028594396,0.1000098050827611,0.10000754006447649,18433.099915276864,0.100009359105153,0.10000617271297631,0.10001524295907299,0.10001009194694561,CodeIgniter,2015-01
CodeIgniter-tags_2015-06,0.10000000308054038,0.10001312021018752,0.10001516326178501,0.10001123174483464,0.10000932023619481,17896.099907411695,0.10001091094877414,0.10000721676906497,0.10001491233257609,0.10001070246237315,CodeIgniter,2015-06
CodeIgniter-tags_2007-01,0.10000000414452588,0.10001936001924122,0.10000942201510075,0.10001328564819502,0.10000708033940342,4846.099924098243,0.10001000476240378,0.10000816712248391,0.10000641817818179,0.10000215684539847,CodeIgniter,2007-01
CodeIgniter-tags_2010-01,0.1000000031903585,0.10001238121902302,0.10000866275108702,0.10001158013327273,0.10000673064505511,6742.0999418237725,0.10000771928622049,0.1000053289337029,0.1000046240640677,0.100001143302529,CodeIgniter,2010-01
CodeIgniter-tags_2011-01,0.10000000308002513,0.10001542924986545,0.10000826468472171,0.1000114561590027,0.10000640104225546,6461.099940785932,0.1000064809520034,0.100005262808209,0.1000046848736748,0.10000122881795494,CodeIgniter,2011-01
CodeIgniter-tags_2013-01,0.1000000033031958,0.10001224462062672,0.10001117829154278,0.10001446865959074,0.10001051534601112,11375.099920941306,0.1000085230954577,0.10000724605627115,0.10000939196333299,0.10000548243635277,CodeIgniter,2013-01
hanami-tags_2014-06,0.10000000472590005,0.10000398206657996,0.10000940280516508,0.10000975088400149,298.5396852001364,0.10002848239205812,354.8165870937066,0.1000079331630492,15.599466610300036,5.444201539325933,hanami,2014-06
