,word0,word1,word2,word3,word4,word5,word6,word7,word8,word9,word10,word11,word12,word13,word14,word15,word16,word17,word18,word19,word20,word21,word22,word23,word24,word25,word26,word27,word28,word29,word30,word31,word32,word33,word34,word35,word36,word37,word38,word39,word40,word41,word42,word43,word44,word45,word46,word47,word48,word49
topic#0,thanks,windows,problem,using,help,does,know,run,need,post,use,like,ve,mail,looking,work,just,got,time,try,tell,want,following,way,having,different,ll,question,lot,little,make,doesn,called,actually,used,probably,able,thing,let,far,look,maybe,good,best,real,really,case,sure,come,right
topic#1,said,year,years,didn,got,did,ve,time,going,ll,just,old,long,new,like,good,think,right,know,great,maybe,say,little,really,come,end,let,called,day,second,way,lot,thing,sure,better,far,best,run,tell,make,post,look,course,probably,work,help,actually,number,fact,don
topic#2,use,new,used,number,work,using,does,information,like,need,make,able,available,time,following,case,run,old,high,long,called,years,probably,real,help,sure,want,better,actually,doesn,having,look,question,just,course,year,come,try,tell,thing,know,post,problem,lot,way,different,end,little,best,point
topic#3,10,bit,power,high,best,point,second,using,far,little,long,time,way,look,let,good,right,end,years,make,number,just,case,different,sure,use,come,following,real,thing,year,got,new,lot,looking,run,need,day,better,post,maybe,problem,like,actually,does,old,probably,called,ll,question
topic#4,god,does,believe,question,say,know,did,think,said,come,just,way,end,like,point,read,thing,course,tell,make,actually,real,sure,post,called,able,let,ve,following,maybe,right,don,want,things,different,best,far,doesn,fact,great,need,really,good,problem,time,having,help,better,going,work
topic#5,edu,com,available,information,mail,look,called,following,post,like,best,good,try,real,help,set,don,case,things,time,make,point,number,run,just,sure,using,ll,use,world,let,different,10,way,day,going,didn,need,long,want,right,end,people,doesn,old,thing,new,does,probably,come
topic#6,world,true,possible,day,following,looking,called,long,need,help,come,really,fact,tell,post,real,different,good,way,better,best,time,make,having,great,look,case,little,years,thing,try,able,year,far,things,like,just,course,let,number,problem,think,know,don,end,actually,point,second,want,doesn
topic#7,don,think,just,like,good,know,want,really,make,better,doesn,need,way,sure,look,say,work,probably,going,ve,ll,things,let,lot,thing,try,best,does,little,maybe,right,actually,tell,come,case,real,able,time,far,course,looking,different,having,help,called,use,question,believe,problem,end
topic#8,read,set,hard,second,great,end,time,sure,case,different,way,following,look,having,try,used,number,ll,use,best,called,does,right,able,make,post,problem,little,work,want,run,good,don,just,far,real,long,come,course,maybe,let,actually,help,like,doesn,thing,probably,need,ve,point
topic#9,people,time,right,point,fact,way,things,different,course,case,make,far,say,problem,just,like,did,real,actually,believe,long,having,come,let,used,thing,question,tell,number,doesn,little,want,able,called,try,know,post,going,probably,lot,really,look,said,help,does,sure,work,old,end,good
